Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial,Source.Extinct,Source.Rediscovered.or.Synonymised
Cyanea_glabra,na,na,species,Campanulaceae,CR,HAW,WT,Nanophan.,WP,Rediscovered,Cyanea_glabra,"Imada, C.T., Wagner, W.L. & Herbst, D.R. (1989). Checklist of native and naturalised flowering plants of Hawai'i. Bishop Museum Occasional Papers 29: 1-87.",http://www.iucnredlist.org/details/44098/0
Cyanea_kolekoleensis,na,na,species,Campanulaceae,EW,HAW,WT,Nanophan.,WP,Extinct,Cyanea_kolekoleensis,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Cyanea_kuhihewa,na,na,species,Campanulaceae,EW,HAW,WT,Nanophan.,WP,Extinct,Cyanea_kuhihewa,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Cyanea_linearifolia,na,na,species,Campanulaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Cyanea_linearifolia,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Cyanea_longissima,na,na,species,Campanulaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Cyanea_longissima,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Cyanea_obtusa,na,na,species,Campanulaceae,CR,HAW,WT,Nanophan._or_phan.,WP,Rediscovered,Cyanea_obtusa,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",https://dlnr.hawaii.gov/wildlife/files/2013/09/Fact-Sheet-Cyanea-obtusa.pdf
Cyanea_parvifolia,na,na,species,Campanulaceae,EX,HAW,WT,nanophan.,WP,Extinct,Cyanea_parvifolia,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Cyanea_pinnatifida,na,na,species,Campanulaceae,EW,HAW,WT,Nanophan.,WP,Extinct,Cyanea_pinnatifida,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Cyanea_pohaku,na,na,species,,,,,,,Synonym,Clermontia_haleakalensis,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Cyanea_procera,na,na,species,Campanulaceae,CR,HAW,WT,Phan.,WP,Rediscovered,Cyanea_procera,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",http://www.fws.gov/pacific/ecoservices/endangered/recovery/Documents/Cyanea%20procera%20(Haha).pdf
Cyanea_profuga,na,na,species,Campanulaceae,CR,HAW,WT,Nanophan.,WP,Rediscovered,Cyanea_profuga,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",https://dlnr.hawaii.gov/wildlife/files/2013/09/Fact-Sheet-Cyanea-profuga.pdf
Cyanea_purpurellifolia,na,na,species,Campanulaceae,CR,HAW,WT,Nanophan.,WP,Rediscovered,Cyanea_purpurellifolia,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",https://repository.si.edu/bitstream/handle/10088/7606/bot_Wagner_et_al_1999_AtRisk.pdf
Cyanea_pycnocarpa,na,na,species,Campanulaceae,EX,HAW,WT,Phan.,WP,Extinct,Cyanea_pycnocarpa,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Cyanea_quercifolia,na,na,species,Campanulaceae,EX,HAW,WT,Phan.,WP,Extinct,Cyanea_quercifolia,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Cyanea_recta,na,na,species,Campanulaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Cyanea_recta,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Cyanea_rivularis,na,na,species,Campanulaceae,CR,HAW,WT,Nanophan._or_phan.,WP,Rediscovered,Cyanea_rivularis,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",https://en.wikipedia.org/wiki/Cyanea_rivularis
Cyanea_truncata,na,na,species,Campanulaceae,EW,HAW,WT,Nanophan.,WP,Extinct,Cyanea_truncata,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Cyanea_undulata,na,na,species,Campanulaceae,CR,HAW,WT,Nanophan.,WP,Rediscovered,Cyanea_undulata,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",http://www.state.hi.us/dlnr/dofaw/cwcs/files/Flora fact sheets/Cya_und plant NTBG_s.pdf
Cyclopia_filiformis,na,na,species,Fabaceae,VU,CPP,S,phan.,WP,Rediscovered,Cyclopia_filiformis,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Cyclopia_laxiflora,na,na,species,Fabaceae,DD,CPP,S,phan.,WP,Rediscovered,Cyclopia_laxiflora,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",http://redlist.sanbi.org/species.php?species=439-37
Cylindrocline_lorencei,na,na,species,Asteraceae,EW,MAU,WT,Nanophan.,WP,Extinct,Cylindrocline_lorencei,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Cylindropuntia_densiaculeata,na,na,species,,,,,,,Synonym,Opuntia_densiaculeata,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Cylindropuntia_leptocaulis,na,na,species,,,,,,,Synonym,Opuntia_mortolensis,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Cynometra_beddomei,na,na,species,Fabaceae,EX,IND,MT,Phan.,WP,Extinct,Cynometra_beddomei,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Cynorkis_rosellata,na,na,species,Orchidaceae,VU,"MDG,REU",WT,Tuber_geophyte,HP,Rediscovered,Cynorkis_rosellata,"Bosser, J. & al. (eds.) (1976-). Flore des Mascareignes. IRD Éditions, MSIRI, RBG-Kew, Paris.","Bernet, P. (2010). Orchidées de la Réunion: 1-368. Naturae Amici éditions."
Cyperus_pennatiformis,na,na,species,Cyperaceae,EN,HAW,WT,Hemicr._or_rhizome_geophyte,WP,Rediscovered,Cyperus_pennatiformis,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",http://www.iucnredlist.org/details/78786326/0
Cyperus_rockii,na,na,species,Cyperaceae,EW,HAW,WT,hemicr.,HP,Extinct,Cyperus_rockii,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Cyrtandra_cyaneoides,na,na,species,Gesneriaceae,EN,HAW,WT,Nanophan.,WP,Rediscovered,Cyrtandra_cyaneoides,"Imada, C.T., Wagner, W.L. & Herbst, D.R. (1989). Checklist of native and naturalised flowering plants of Hawai'i. Bishop Museum Occasional Papers 29: 1-87.",http://www.iucnredlist.org/details/79129553/0
Cyrtandra_gracilis,na,na,species,Gesneriaceae,CR,HAW,WT,nanophan.,WP,Rediscovered,Cyrtandra_gracilis,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",http://www.state.hi.us/dlnr/dofaw/cwcs/files/Flora%20fact%20sheets/Cyr_gra%20plant%20NTBG_s.pdf
Cyrtandra_gracilis,na,na,species,,,,,,,Synonym,Cyrtandra_linearis,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Cyrtandra_kohalae,na,na,species,Gesneriaceae,EX,HAW,WT,nanophan.,WP,Extinct,Cyrtandra_kohalae,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Cyrtandra_olona,na,na,species,Gesneriaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Cyrtandra_olona,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Cyrtandra_waiolani,na,na,species,Gesneriaceae,EW,HAW,WT,Nanophan.,WP,Extinct,Cyrtandra_waiolani,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Dampiera_lavandulacea,na,na,species,,,,,,,Synonym,Dampiera_rupicola,"Briggs, J. & Leigh, J. (1988). Rare or threatened Australian plants , rev. ed.: 1-277.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Dampiera_tenuicaulis,var,curvula,var,,,,,,,Synonym,Dampiera_helmsii,"Briggs, J. & Leigh, J. (1988). Rare or threatened Australian plants , rev. ed.: 1-277.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Dampiera_wellsiana,na,na,species,,,,,,,Synonym,Dampiera_humilis,"Briggs, J. & Leigh, J. (1988). Rare or threatened Australian plants , rev. ed.: 1-277.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Danais_corymbosa,na,na,species,Rubiaceae,EX,ROD,WT,Cl._nanophan.,WP,Extinct,Danais_corymbosa,"Strahm, W. (1989). Plant red data book for Rodrigues: 1-241. Knigstein.",
Danais_sulcata,na,na,species,Rubiaceae,EN,MAU,WT,Cl._nanophan.,WP,Rediscovered,Danais_sulcata,"Bosser, J. & al. (eds.) (1976-). Flore des Mascareignes. IRD Éditions, MSIRI, RBG-Kew, Paris.",https://www.researchgate.net/publication/286805044_Molecular_phylogeny_of_the_tribe_Danaideae_Rubiaceae_Rubioideae_Another_example_of_out-of-Madagascar_dispersal
Daphne_oleoides,subsp,baksanica,subsp,,,,,,,Synonym,Daphne_baksanica,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Daphnopsis_bissei,na,na,species,Poaceae,EX,CUB,MT,Nanophan._or_phan.,WP,Extinct,Daphnopsis_bissei,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Deinandra_mohavensis,na,na,species,Asteraceae,VU,CAL,S,Ther.,A,Rediscovered,Deinandra_mohavensis,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",http://www.calflora.org/cgi-bin/species_query.cgi?where-taxon=Deinandra+mohavensis
Deinandra_mohavensis,na,na,species,,,,,,,Synonym,Hemizonia_mohavensis,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Delilia_inelegans,na,na,species,Asteraceae,EX,GAL,MT,Hemicr._or_cham.,WP,Extinct,Delilia_inelegans,"IUCN (2016). The IUCN Red List of Threatened Species, Version 3.1 [Accessed June, 2016]",
Delissea_fallax,na,na,species,Campanulaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Delissea_fallax,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Delissea_kauaiensis,na,na,species,Campanulaceae,EN,HAW,WT,Phan.,WP,Rediscovered,Delissea_kauaiensis,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",http://www.iucnredlist.org/details/34038/0
Delissea_laciniata,na,na,species,Campanulaceae,EX,HAW,WT,nanophan.,WP,Extinct,Delissea_laciniata,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Delissea_lanaiensis,na,na,species,Campanulaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Delissea_lanaiensis,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Delissea_lauliiana,na,na,species,Campanulaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Delissea_lauliiana,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Delissea_niihauensis,na,na,species,Campanulaceae,EX,HAW,WT,Nanophan._or_phan.,WP,Extinct,Delissea_niihauensis,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Delissea_parviflora,na,na,species,Campanulaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Delissea_parviflora,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Delissea_sinuata,na,na,species,Campanulaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Delissea_sinuata,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Delissea_subcordata,na,na,species,Campanulaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Delissea_subcordata,"IUCN (2016). The IUCN Red List of Threatened Species, Version 3.1 [Accessed June, 2016]",
Delissea_undulata,na,na,species,Campanulaceae,EX,HAW,WT,Phan.,WP,Extinct,Delissea_undulata,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Dendrobium_laciniosum,na,na,species,Orchidaceae,EN,"BOR,MLY",WT,Epiphyte,E,Rediscovered,Dendrobium_laciniosum,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",Specimens from Borneo
Dendrobium_xichouense,na,na,species,Orchidaceae,EW,CHC,S,Epiphyte,E,Extinct,Dendrobium_xichouense,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Dendropemon_brevipes,na,na,species,Loranthaceae,VU,BAH,WT,epiphyte,E,Rediscovered,Dendropemon_brevipes,"Popenoe, J. (1984). Threatened plants in the Bahamas. Threatened plant newsletter 13: 11.",now a synonym of the widespread Dendropemon purpureus.
Dendrophthora_terminalis,na,na,species,Loranthaceae,VU,COS,WT,nanophan.,WP,Rediscovered,Dendrophthora_terminalis,"Standley, P.C. (1939). Flora of Costa Rica. Publications of Field Museum of Natural History, Botanical Series 18(104): 1-1616.","Nelson Sutherland, C.H. (2008). Catálogo de las plantes vasculares de Honduras. Espermatofitas: 1-1576. SERNA/Guaymuras, Tegucigalpa, Honduras."
Derris_ovalifolia,na,na,species,Fabaceae,CR,IND,WT,Cl.,WP,Rediscovered,Derris_ovalifolia,"Mathew, K.M. (1996). The distribution of the little known and rare Derris ovalifoia (Leguminosae: Papilio- noideae) extended. Kew Bulletin 51: 561",https://www.jstor.org/stable/4117034?seq=1#page_scan_tab_contents
Dianthus_androsaceus,na,na,species,Caryophyllaceae,VU,GRC,G,Cham.,WP,Rediscovered,Dianthus_androsaceus,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",http://greekflora.gr/el/flowers/0810/Dianthus-androsaceus
Dianthus_caryophyllus,na,na,species,,,,,,,Synonym,Dianthus_multinervis,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Dianthus_urumoffii,na,na,species,Caryophyllaceae,CR,BUL,G,Cham.,WP,Rediscovered,Dianthus_urumoffii,Bulgarian Biodiversity foundation (1996). Conspectus of the Bulgarian vascular flora.,http://www.iucnredlist.org/details/165260/1
Diastella_buekii,na,na,species,Proteaceae,CR,CPP,S,Cham.,WP,Rediscovered,Diastella_buekii,"Manders, P.T. (1989) Experimental management of a Pinus pinaster plantation for the conservation of Diastella buekii. J.S. African Bot. 55: 314-320",http://www.plantzafrica.com/plantcd/diastellabuekii.htm
Dicliptera_falcata,na,na,species,Acanthaceae,CR,MAU,WT,Cham.,WP,Rediscovered,Dicliptera_falcata,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",http://www.gov.mu/portal/sites/moasite/nationalpark/northernislets.htm
Dicrastylis_incana,na,na,species,,,,,,,Synonym,Dicrastylis_morrisonii,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Dierama_elatum,na,na,species,Iridaceae,EW,"NAT,SWZ",S,Tuber_geophyte,HP,Extinct,Dierama_elatum,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",
Digitaria_setigera,na,na,species,,,,,,,Synonym,Panicum_norfolkianum,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Diosma_fallax,na,na,species,Rutaceae,VU,CPP,S,Cham._or_nanophan.,WP,Rediscovered,Diosma_fallax,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",http://redlist.sanbi.org/species.php?species=3354-15
Dipcadi_concanense,na,na,species,Asparagaceae,CR,IND,WT,Bulb_geophyte,HP,Rediscovered,Dipcadi_concanense,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.","Rawat, D.S. & Chandra, S. (2014). Presumed extinct Dipcadi reidii (Asparagaceae) rediscovered after 127 years from Uttarakhand, India Rheedea 24: 1-4."
Dipcadi_reidii,na,na,species,Asparagaceae,CR,WHM,S,Bulb_geophyte,HP,Rediscovered,Dipcadi_reidii,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.","Rawat, D.S. & Chandra, S. (2014). Presumed extinct Dipcadi reidii (Asparagaceae) rediscovered after 127 years from Uttarakhand, India Rheedea 24: 1-4."
Diplotaxis_siettiana,na,na,species,Brassicaceae,EW,SPA,S,Ther.,A,Extinct,Diplotaxis_siettiana,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Dipterocarpus_cinereus,na,na,species,Dipterocarpaceae,EX,SUM,WT,Phan.,WP,Extinct,Dipterocarpus_cinereus,"Van Steenis, C.G.G.J. (ed.) (1950-). Flora Malesiana 1-: Noordhoff-Kolff N.V., Djakarta.",
Dirachma_socotrana,na,na,species,Geraniaceae,VU,SOC,DT,Phan.,WP,Rediscovered,Dirachma_socotrana,"Miller, A.G. (1992) List of Socotran endemics with conservation status. 15 pp.","Miller, A.G. & Morris, M. (2004). Ethnoflora of Soqotra Archipelago: 1-759. The Royal Botanic Garden, Edinburgh."
